HIT,SONG,ARTIST,PEAK_POSITION,FIRST_WEEK,WEEKS_ON_CHART,SONG_DISPLAY,ARTIST_DISPLAY,DEBUT_RANK,DANCEABILITY,ENERGY,LOUDNESS,VALENCE,TEMPO,ACOUSTICNESS,SPEECHINESS,INSTRUMENTALNESS,LIVENESS,SPOTIFY_GENRE,TRACK_NAME,TRACK_ARTIST,PLAYLIST_GENRE,PLAYLIST_SUBGENRE,SPOTIFY_POPULARITY,DURATION,GENRE,SENTIMENT_POLARITY,SENTIMENT_SUBJECTIVITY,MENTIONS
0,motivation,normani,33,8/31/19,10,Motivation,Normani,33,0.599,0.887,-3.967,0.881,170.918,0.0192,0.0984,1.21e-06,0.3,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",Motivation,Normani,pop,dance pop,83,193837,pop,0.6428666666666667,0.5213333333333333,1998
0,motive,ariana grande featuring doja cat,32,11/14/20,2,Motive,Ariana Grande Featuring Doja Cat,32,,,,,,,,,,,,,,,,,,0,0,679
0,motorcycle,tico and the triumphs,99,12/30/61,2,Motorcycle,Tico And The Triumphs,99,,,,,,,,,,,,,,,,,,0.5654666666666667,0.2976666666666667,1506
0,motorcycle mama,sailcat,12,6/10/72,15,Motorcycle Mama,Sailcat,98,0.687,0.154,-24.336,0.733,121.293,0.936,0.0649,0.44,0.089,[],,,,,21,126573,,0.08895,0.252,490
0,motorcycle patches,huncho jack,90,1/6/18,1,Motorcycle Patches,Huncho Jack,90,0.87,0.656,-5.081,0.416,162.835,0.0158,0.117,0,0.106,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,68,191409,hip hop,-0.019716667,0.2733333333333334,8170
1,motorsport,migos nicki minaj cardi b,6,11/18/17,21,MotorSport,"Migos, Nicki Minaj & Cardi B",14,0.896,0.515,-5.395,0.174,138.016,0.0338,0.183,0,0.317,"['atl hip hop', 'pop rap', 'rap', 'trap']",MotorSport,Migos,r&b,hip pop,75,303077,r&b,0.3478666666666667,0.23816666666666667,4633
0,motortown,the kane gang,36,10/17/87,16,Motortown,The Kane Gang,93,,,,,,,,,,[],,,,,,,,0.56465,0.27549999999999997,1156
0,motown review,philly cream,67,6/30/79,5,Motown Review,Philly Cream,88,0.67,0.651,-10.78,0.823,132.992,0.0167,0.0305,1.02e-05,0.0436,[],,,,,4,348706,,0.5673,0.25,10
1,motownphilly,boyz ii men,3,6/15/91,24,Motownphilly,Boyz II Men,63,0.756,0.858,-9.649,0.758,114.144,0.0171,0.0682,2.17e-05,0.194,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",Motownphilly - Original Version,Boyz II Men,r&b,new jack swing,54,235320,r&b,-0.010891176,0.2422941176470588,17646
0,motw,gunna,84,6/6/20,1,MOTW,Gunna,84,0.869,0.568,-7.631,0.394,111.994,0.0759,0.104,0.00344,0.101,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",,,,,55,152680,atl hip hop,0.090094118,0.23008823529411765,20929
0,moulty,the barbarians,90,2/26/66,4,Moulty,The Barbarians,100,,,,,,,,,,"['classic garage rock', 'freakbeat', 'protopunk']",,,,,,,classic garage rock,0.400825,0.184,1702
0,mountain of love,billy stewart,100,1/1/66,1,Mountain Of Love,Billy Stewart,100,,,,,,,,,,"['chicago soul', 'classic soul', 'motown', 'soul']",,,,,,,chicago soul,0.353116,0.34372,8415
0,mountain of love,harold dorman,21,2/27/60,19,Mountain Of Love,Harold Dorman,96,0.458,0.445,-14.373,0.771,115.907,0.767,0.0469,0,0.593,[],,,,,13,148118,,0.7269,0.404,179
1,mountain of love,johnny rivers,9,10/31/64,11,Mountain Of Love,Johnny Rivers,90,0.701,0.413,-15.437,0.964,130.763,0.148,0.0393,3.87e-06,0.083,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",,,,,32,165426,brill building pop,0.047069091,0.20858181818181817,20460
0,mountain of love,ronnie dove,67,6/8/68,6,Mountain Of Love,Ronnie Dove,81,0.587,0.621,-9.213,0.657,138.449,0.591,0.0919,0,0.341,['deep adult standards'],,,,,3,153346,deep adult standards,0.254825,0.3394166666666667,2815
0,mountains,lonestar,77,9/9/06,11,Mountains,Lonestar,92,0.458,0.767,-4.3,0.347,162.063,0.196,0.0481,0,0.0564,"['contemporary country', 'country', 'country road']",,,,,30,234400,contemporary country,0.11793243243243244,0.21681081081081083,16743
0,mountains,prince and the revolution,23,5/24/86,11,Mountains,Prince And The Revolution,58,0.652,0.741,-12.071,0.429,102.084,0.0611,0.0342,0.000177,0.0708,"['funk', 'funk rock', 'minneapolis sound', 'motown']",,,,,45,237626,funk,0.1767037037037037,0.241,17801
0,mourn you til i join you,naughty by nature,51,11/15/97,12,Mourn You Til I Join You,Naughty By Nature,51,0.811,0.697,-7.409,0.855,89.88,0.0834,0.275,0,0.0965,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap']",,,,,35,316760,east coast hip hop,0.11256250000000001,0.22874999999999998,7273
1,mouth,merril bainbridge,4,9/7/96,30,Mouth,Merril Bainbridge,67,0.695,0.499,-9.201,0.78,175.896,0.702,0.218,5.85e-05,0.154,[],,,,,44,205733,,0.010019999999999984,0.21600000000000003,1529
0,move,luke bryan,50,9/10/16,14,Move,Luke Bryan,100,0.569,0.946,-0.698,0.778,103.991,0.00873,0.0808,0,0.0903,"['contemporary country', 'country', 'country road']",,,,,61,227413,contemporary country,0.2216784946236559,0.21787096774193548,60337
0,move,mims,61,2/7/09,13,Move (If You 'W'anna),Mims,96,0.728,0.605,-7.953,0.743,80.545,0.0197,0.334,2.46e-05,0.0668,['pop rap'],,,,,49,190666,pop rap,0.307275,0.22425,2295
0,move along,the all american rejects,15,2/11/06,39,Move Along,The All-American Rejects,100,0.529,0.922,-3.84,0.628,109.847,0.000198,0.0459,0,0.26,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",Move Along,The All-American Rejects,rock,permanent wave,57,238880,rock,-0.485492857,0.31585714285714284,8110
0,move any mountain,the shamen,38,12/14/91,17,Move Any Mountain,The Shamen,100,0.66,0.991,-5.288,0.796,121.467,0.0031,0.055,0.000122,0.061,"['acid house', 'big beat', 'britpop', 'hardcore techno', 'hip house']",,,,,29,208560,acid house,0,0,389
0,move away,culture club,12,4/5/86,14,Move Away,Culture Club,68,0.672,0.687,-11.597,0.882,132.206,0.158,0.0392,2.21e-05,0.337,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",,,,,31,249440,dance rock,-0.25506,0.2794666666666667,7629
1,move b h,ludacris featuring mystikal infamous 2 0,10,6/8/02,23,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,88,,,,,,,,,,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,atl hip hop,0.1858,0.068333333,1511
0,move em out,delaney bonnie,59,1/22/72,5,Move 'Em Out,Delaney & Bonnie,80,0.524,0.671,-10.37,0.844,103.765,0.258,0.0357,4.68e-05,0.198,"['canadian electropop', 'indie electropop']",,,,,12,170466,canadian electropop,0.38633333333333325,0.17299999999999996,394
0,move in a little closer baby,mama cass,58,3/15/69,6,"Move In A Little Closer, Baby",Mama Cass,92,,,,,,,,,,,,,,,,,,0.414,0.3265,3015
0,move it like this,k7,54,2/11/95,20,Move It Like This,K7,92,0.788,0.642,-9.467,0.9,106.041,0.0398,0.0392,0.000243,0.0529,['freestyle'],,,,,36,325000,freestyle,0.2549666666666667,0.133,2088
0,move it to the rhythm,technotronic featuring ya kid k,83,4/15/95,7,Move It To The Rhythm,Technotronic Featuring Ya Kid K,94,0.63,0.974,-5.864,0.88,136.99,0.00372,0.0441,0.000605,0.308,"['eurodance', 'europop', 'hip house', 'new beat']",,,,,33,209893,eurodance,0.09176,0.0666,1980
0,move me o wondrous music,the ray charles singers,99,6/13/70,1,"Move Me, O Wondrous Music",The Ray Charles Singers,99,,,,,,,,,,['easy listening'],,,,,,,easy listening,0.2088777777777778,0.1298888888888889,9553
0,move over,steppenwolf,31,8/16/69,9,Move Over,Steppenwolf,77,0.479,0.709,-14.256,0.963,133.905,0.111,0.0308,0.0391,0.173,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",,,,,29,173440,album rock,-0.043408333,0.22420833333333334,10326
0,move right out,rick astley,81,6/22/91,5,Move Right Out,Rick Astley,85,0.626,0.735,-14.244,0.764,106.871,0.36,0.0305,8.36e-05,0.105,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",,,,,15,235840,dance pop,0.1703066666666667,0.3072,5312
0,move shake drop,dj laz featuring flo rida casely,56,5/24/08,5,Move Shake Drop,DJ Laz Featuring Flo Rida & Casely,56,0.806,0.868,-3.684,0.597,127.938,0.00493,0.0794,0,0.157,"['miami bass', 'miami hip hop']",,,,,51,190573,miami bass,0.2484,0.5355,1108
0,move that body,nelly featuring t pain akon,54,10/30/10,1,Move That Body,Nelly Featuring T-Pain & Akon,54,0.827,0.765,-6.793,0.545,111.011,2.96e-05,0.0366,3.27e-06,0.131,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",,,,,47,205013,dance pop,0.2263,0.137,580
0,move that doh,future featuring pharrell pusha t casino,46,3/29/14,18,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",99,0.876,0.63,-4.992,0.316,131.033,0.0841,0.135,0,0.0838,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,26,340413,atl hip hop,0.4404,0.17200000000000004,266
1,move this,technotronic featuring ya kid k,6,6/13/92,23,Move This,Technotronic Featuring Ya Kid K,91,0.782,0.96,-4.047,0.979,120.682,0.0637,0.0347,0,0.0788,"['eurodance', 'europop', 'hip house', 'new beat']",,,,,52,296986,eurodance,0.09176,0.0666,1980
0,move two mountains,marv johnson,20,9/3/60,11,(You've Got To) Move Two Mountains,Marv Johnson,90,0.735,0.724,-7.91,0.96,130.355,0.686,0.0494,3.35e-05,0.126,"['motown', 'rhythm and blues']",,,,,5,165933,motown,0.10568333333333335,0.15541666666666668,1655
1,move ya body,nina sky featuring jabba,4,5/1/04,26,Move Ya Body,Nina Sky Featuring Jabba,73,0.876,0.71,-6.446,0.828,121.072,0.0234,0.0446,0.000161,0.0573,"['hip pop', 'r&b', 'urban contemporary']",,,,,66,232000,hip pop,0.5719,0.236,596
0,move ya hips,a ap ferg featuring nicki minaj madeintyo,19,8/15/20,2,Move Ya Hips,A$AP Ferg Featuring Nicki Minaj & MadeinTYO,19,,,,,,,,,,,,,,,,,,0,0,558
0,move your boogie body,bar kays,57,12/8/79,7,Move Your Boogie Body,Bar-Kays,81,0.786,0.944,-7.018,0.963,113.939,0.386,0.047,0.00256,0.125,"['classic soul', 'disco', 'electro', 'funk', 'memphis soul', 'motown', 'popping', 'post-disco', 'soul', 'southern soul']",,,,,31,376226,classic soul,0.1990625,0.17675000000000002,2111
0,moves,big sean,38,1/14/17,19,Moves,Big Sean,71,0.789,0.53,-6.2,0.367,75.515,0.0541,0.293,0,0.164,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Moves,Big Sean,rap,southern hip hop,2,142907,rap,0.030895238095238097,0.17695238095238097,12430
1,moves like jagger,maroon 5 featuring christina aguilera,1,7/9/11,49,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,8,0.722,0.758,-4.477,0.62,128.047,0.0111,0.0471,0,0.308,"['pop', 'pop rock']",Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,pop,post-teen pop,70,201160,pop,0.5652333333333334,0.39599999999999996,2373
0,moves like jagger jumpin jack flash,glee cast,62,2/4/12,1,Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,62,0.726,0.89,-4.187,0.878,127.996,0.00969,0.0455,0,0.198,"['glee club', 'hollywood', 'post-teen pop']",,,,,39,196066,glee club,0.519573272,0.40996774193548385,205822
0,movin,bill blacks combo,41,9/23/61,7,Movin',Bill Black's Combo,71,0.702,0.743,-7.479,0.796,108.025,0.684,0.0406,0.353,0.081,[],,,,,0,124440,,0.142065625,0.18359375,11655
0,movin,brass construction,14,4/3/76,16,Movin',Brass Construction,84,0.697,0.923,-3.914,0.87,121.508,0.0686,0.0921,0.809,0.0251,"['disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'rare groove']",,,,,40,521426,disco,0.041874999999999996,0.3215,1154
0,movin on,bad company,19,1/18/75,10,Movin' On,Bad Company,70,0.636,0.818,-8.939,0.908,117.618,0.528,0.0354,0.0938,0.162,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",,,,,40,201546,album rock,-0.233497222,0.35433333333333333,16278
0,movin on,cece peniston,83,8/24/96,7,Movin' On,CeCe Peniston,92,0.6,0.695,-8.086,0.804,191.483,0.0641,0.0434,0,0.14,"['disco house', 'diva house', 'hip house', 'vocal house']",,,,,18,227240,disco house,0.064571429,0.29035714285714287,3684
0,movin on,elliott yamin,61,3/17/07,1,Movin' On,Elliott Yamin,61,0.7,0.395,-5.983,0.17,97.771,0.329,0.0823,0,0.0833,[],,,,,26,221053,,0.017424999999999996,0.29825,2396
0,movin on,mya featuring silkk the shocker,34,8/8/98,20,Movin' On,Mya Featuring Silkk The Shocker,75,0.742,0.565,-9.928,0.636,90.46,0.227,0.104,0.00476,0.0793,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",,,,,43,270266,dance pop,-0.07655,0.055,796
0,movin out,billy joel,17,3/18/78,14,Movin' Out (Anthony's Song),Billy Joel,79,0.664,0.88,-5.009,0.895,133.898,0.465,0.0326,1.63e-05,0.0591,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Movin' Out (Anthony's Song),Billy Joel,rock,permanent wave,59,210760,rock,0.13762561983471075,0.25395867768595043,65075
0,moving mountains,usher,67,6/14/08,9,Moving Mountains,Usher,72,0.72,0.734,-4.515,0.37,115.999,0.0856,0.0316,0,0.303,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,,,,55,298053,atl hip hop,0.1563581818181818,0.25063636363636366,31770
0,moving on up,m people,34,5/7/94,16,Moving On Up,M People,93,0.899,0.857,-6.128,0.961,125.073,0.0499,0.037,0.0299,0.112,"['dance pop', 'dance rock', 'disco', 'disco house', 'diva house', 'europop', 'hip house', 'new romantic', 'new wave pop', 'vocal house']",,,,,62,215533,dance pop,-0.1232,0.096,750
0,moving to mars,coldplay,90,7/16/11,1,Moving To Mars,Coldplay,90,0.263,0.315,-10.797,0.196,142.657,0.0217,0.03,0.163,0.109,"['permanent wave', 'pop']",,,,,40,258873,permanent wave,0.2249581081081081,0.21016216216216216,51071
0,mozambique,bob dylan,54,3/13/76,5,Mozambique,Bob Dylan,74,0.726,0.863,-8.191,0.821,127.68,0.0451,0.0293,0.000153,0.109,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",,,,,42,180800,album rock,0.1497,0.24221311475409837,31701
0,mozart symphony no 40 in g minor k 550 1st movement,waldo de los rios,67,6/19/71,8,"Mozart Symphony No. 40 In G Minor K.550, 1st Movement",Waldo De Los Rios,99,,,,,,,,,,['easy listening'],,,,,,,easy listening,-0.12995,0.2615,840
0,mr bass man,johnny cymbal,16,2/16/63,13,Mr. Bass Man,Johnny Cymbal,99,0.691,0.549,-13.732,0.636,123.897,0.0789,0.28,2.11e-05,0.0884,[],,,,,31,162000,,0.16486666666666666,0.259,426
1,mr big stuff,jean knight,2,5/29/71,16,Mr. Big Stuff,Jean Knight,92,0.884,0.488,-12.53,0.974,93.209,0.277,0.186,2.34e-06,0.229,"['soul', 'southern soul']",,,,,65,164560,soul,0.07848,0.1864,5340
1,mr blue,the fleetwoods,1,9/5/59,20,Mr. Blue,The Fleetwoods,75,0.374,0.0889,-17.475,0.211,96.677,0.931,0.0356,6.88e-06,0.111,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",,,,,56,145133,adult standards,0.015452941176470591,0.2587058823529412,5753
0,mr blue sky,electric light orchestra,35,6/24/78,12,Mr. Blue Sky,Electric Light Orchestra,79,0.388,0.338,-10.054,0.477,177.784,0.652,0.0328,3.72e-06,0.248,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",Mr. Blue Sky,Electric Light Orchestra,rock,album rock,79,303373,rock,0.1411909090909091,0.2345909090909091,35174
0,mr bojangles,jerry jeff walker,77,7/27/68,5,Mr. Bojangles,Jerry Jeff Walker,96,0.427,0.0801,-27.119,0.78,168.418,0.748,0.0372,0.51,0.125,"['country rock', 'folk', 'outlaw country', 'roots rock', 'texas country', 'traditional folk']",,,,,50,328146,country rock,0.2059142857142857,0.22328571428571428,3101
1,mr bojangles,nitty gritty dirt band,9,11/21/70,19,Mr. Bojangles,Nitty Gritty Dirt Band,92,0.444,0.757,-6.884,0.554,154.26,0.699,0.0541,0,0.329,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock', 'traditional folk']",,,,,57,215400,bluegrass,-0.24025,0.3785,2353
1,mr brightside,the killers,10,2/12/05,38,Mr. Brightside,The Killers,40,0.33,0.936,-3.66,0.234,148.112,0.00108,0.0917,0,0.0926,"['modern rock', 'permanent wave', 'rock']",Mr. Brightside,The Killers,rock,permanent wave,77,222587,rock,-0.37293,0.3602666666666667,20665
0,mr bus driver,bruce channel,90,12/23/67,2,Mr. Bus Driver,Bruce Channel,90,,,,,,,,,,['rock-and-roll'],,,,,,,rock-and-roll,0.15470714285714288,0.15035714285714286,7410
0,mr businessman,ray stevens,28,8/3/68,7,Mr. Businessman,Ray Stevens,90,0.587,0.607,-7.797,0.756,94.45,0.671,0.0317,0,0.141,"['bubblegum pop', 'comic', 'country rock', 'novelty']",,,,,17,203093,bubblegum pop,0.076618421,0.22636842105263158,9733
0,mr carter,lil wayne featuring jay z,62,6/21/08,17,Mr. Carter,Lil Wayne Featuring Jay-Z,92,0.455,0.712,-6.139,0.455,170.935,0.05,0.397,0,0.246,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",,,,,61,316266,hip hop,0.41686666666666666,0.15633333333333332,2062
1,mr custer,larry verne,1,8/27/60,13,Mr. Custer,Larry Verne,65,0.697,0.697,-4.863,0.582,108.5,0.707,0.0537,8.72e-05,0.156,['novelty'],,,,,14,184866,novelty,0.133025,0.237,1578
0,mr d j,aretha franklin,53,9/20/75,5,Mr. D.J. (5 For The D.J.),Aretha Franklin,83,,,,,,,,,,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",,,,,,,classic soul,0.048922603,0.23987671232876712,63473
0,mr dieingly sad,the critters,17,8/13/66,11,Mr. Dieingly Sad,The Critters,86,0.54,0.398,-10.46,0.541,121.586,0.461,0.0304,0,0.106,"['bubblegum pop', 'classic garage rock']",,,,,36,172434,bubblegum pop,-0.2080125,0.21075,2735
0,mr dream merchant,jerry butler,38,10/21/67,7,Mr. Dream Merchant,Jerry Butler,79,0.37,0.686,-8.031,0.691,86.475,0.499,0.0359,1.7e-05,0.217,"['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",,,,,14,158573,beach music,0.000372727,0.22267272727272727,12461
0,mr farmer,the seeds,86,3/11/67,2,Mr. Farmer,The Seeds,90,0.525,0.473,-14.971,0.723,125.87,0.00122,0.0555,0.755,0.0854,['permanent wave'],,,,,35,174753,permanent wave,0.15152142857142858,0.20607142857142854,5654
0,mr happiness,johnny maestro with the coeds,57,7/22/61,5,Mr. Happiness,Johnny Maestro with The Coeds,98,,,,,,,,,,,,,,,,,,0.5416,0.35366666666666663,1461
0,mr ice cream man,master p,90,4/27/96,9,Mr. Ice Cream Man,Master P,90,0.806,0.666,-5.755,0.571,131.939,0.026,0.117,0,0.72,"['deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mr. Ice Cream Man,Master P,rap,southern hip hop,42,307933,rap,-0.218475,0.18775000000000003,1061
1,mr jaws,dickie goodman,4,9/6/75,10,Mr. Jaws,Dickie Goodman,49,0.645,0.749,-6.099,0.686,110.116,0.86,0.693,0,0.107,"['novelty', 'parody']",,,,,12,123626,novelty,-0.051059091,0.25895454545454544,7030
0,mr jones,mike jones,92,1/27/07,1,Mr. Jones,Mike Jones,92,0.653,0.748,-3.89,0.264,79.974,0.206,0.133,0,0.0803,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,46,238946,dirty south rap,0.2864777777777778,0.21644444444444447,5375
1,mr know it all,kelly clarkson,10,9/24/11,23,Mr. Know It All,Kelly Clarkson,18,0.676,0.807,-5.131,0.443,95.956,0.0284,0.029,0,0.0701,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",,,,,51,232520,dance pop,0.18956376811594203,0.2306231884057971,42010
0,mr limousine driver,grand funk railroad,97,12/20/69,2,Mr. Limousine Driver,Grand Funk Railroad,98,0.299,0.601,-8.185,0.487,177.442,0.0137,0.0304,0.124,0.257,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",,,,,31,267293,album rock,0.28526,0.32531999999999994,8584
1,mr lonely,bobby vinton,1,10/31/64,15,Mr. Lonely,Bobby Vinton,70,0.245,0.293,-10.361,0.344,168.984,0.817,0.0303,0,0.177,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,57,161373,adult standards,0.22704235294117647,0.2688705882352941,34664
0,mr lonely,buddy greco,64,9/22/62,11,Mr. Lonely,Buddy Greco,96,0.436,0.311,-16.424,0.56,94.711,0.895,0.0294,0.0111,0.21,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,9,144240,adult standards,-0.6249,0.33899999999999997,10
0,mr loverman,shabba ranks,40,6/13/92,19,"Mr. Loverman (From ""Deep Cover"")",Shabba Ranks,82,,,,,,,,,,"['lovers rock', 'old school dancehall', 'reggae fusion']",,,,,,,lovers rock,0.2765714285714286,0.16471428571428573,2720
0,mr lucky,henry mancini,21,4/2/60,13,Mr. Lucky,Henry Mancini,95,0.421,0.241,-18.01,0.258,121.434,0.0598,0.0323,0.879,0.144,"['adult standards', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']",,,,,25,132626,adult standards,0.4215,0.31799999999999995,188
0,mr magic man,wilson pickett,98,4/14/73,1,Mr. Magic Man,Wilson Pickett,98,0.745,0.404,-14.016,0.759,123.862,0.431,0.0356,0,0.0929,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",,,,,27,204933,brill building pop,0.074871429,0.23238095238095238,22836
0,mr melody,natalie cole,49,9/11/76,12,Mr. Melody,Natalie Cole,86,0.469,0.788,-10.263,0.447,111.222,0.297,0.208,0.00661,0.473,"['adult standards', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",,,,,30,186733,adult standards,0.30986216216216217,0.27205405405405403,18008
0,mr misunderstood,eric church,84,1/16/16,5,Mr. Misunderstood,Eric Church,92,0.385,0.808,-6.67,0.546,129.22,0.0629,0.045,0,0.33,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,60,319240,contemporary country,0.10295,0.24798387096774194,37512
0,mr mom,lonestar,33,9/18/04,20,Mr. Mom,Lonestar,71,0.505,0.842,-3.316,0.671,172.136,0.0576,0.0475,0,0.111,"['contemporary country', 'country', 'country road']",,,,,58,208608,contemporary country,0.11793243243243244,0.21681081081081083,16743
0,mr natural,bee gees,93,3/9/74,3,Mr. Natural,Bee Gees,98,0.403,0.433,-11.914,0.635,200.562,0.0328,0.0472,6.92e-05,0.348,"['adult standards', 'disco', 'mellow gold', 'soft rock']",,,,,25,228466,adult standards,0.13408653846153845,0.2631538461538461,51254
0,mr penguin pt i,lunar funk,63,2/5/72,8,Mr. Penguin-Pt. I,Lunar Funk,96,,,,,,,,,,[],,,,,,,,0.2076,0.23366666666666666,1492
0,mr perfectly fine,taylor swift,30,4/17/21,3,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,90,0.66,0.817,-6.269,0.714,135.942,0.162,0.0521,0,0.0667,"['pop', 'post-teen pop']",,,,,53,277591,pop,0.2634203804347826,0.3289782608695652,236713
0,mr personality,gillette,42,3/4/95,18,Mr. Personality,Gillette,84,0.763,0.655,-9.012,0.925,147.972,0.00127,0.0688,0.0404,0.062,[],,,,,31,211426,,-0.100366667,0.10766666666666665,1007
0,mr pitiful,otis redding,41,2/20/65,9,Mr. Pitiful,Otis Redding,95,0.806,0.489,-12.898,0.899,123.753,0.0544,0.104,2.88e-05,0.0696,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",,,,,36,162159,classic soul,0.20698545454545456,0.2576909090909091,26814
0,mr pleasant,the kinks,80,7/1/67,4,Mr. Pleasant,The Kinks,99,0.561,0.807,-5.5,0.655,95.12,0.0675,0.0438,0,0.26,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",,,,,31,177973,album rock,0.13679636363636363,0.3035272727272727,27060
0,mr president,dickie goodman,73,6/15/74,4,Mr. President,Dickie Goodman,90,0.699,0.502,-8.62,0.69,129.132,0.969,0.586,0,0.162,"['novelty', 'parody']",,,,,2,124693,novelty,-0.051059091,0.25895454545454544,7030
0,mr pride,chuck jackson,91,4/8/61,1,Mr. Pride,Chuck Jackson,91,0.382,0.462,-11.579,0.693,96.364,0.971,0.0365,1.19e-05,0.361,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",,,,,0,145322,classic soul,0.17047692307692308,0.33269230769230773,7720
0,mr rager,kid cudi,77,11/13/10,1,Mr. Rager,Kid Cudi,77,0.67,0.726,-8.689,0.581,102.003,0.39,0.0272,0.882,0.14,"['hip hop', 'pop rap', 'rap']",,,,,68,294226,hip hop,0.10612162162162161,0.271027027,23023
1,mr right now,21 savage metro boomin featuring drake,10,10/17/20,18,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,,,,,,,,,,,,,,,,,,-0.4588,0.17600000000000005,610
1,mr roboto,styx,3,2/12/83,18,Mr. Roboto,Styx,40,0.661,0.493,-12.007,0.355,144.105,0.187,0.0425,0,0.0865,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",Mr. Roboto,Styx,rock,classic rock,60,328707,rock,0.078918605,0.19834883720930233,16896
0,mr saxobeat,alexandra stan,21,7/30/11,20,Mr. Saxobeat,Alexandra Stan,92,0.711,0.928,-4.162,0.745,127.047,0.0239,0.0527,0.000278,0.133,"['dance pop', 'romanian pop']",,,,,58,195105,dance pop,-0.3248,0.15050000000000002,1036
